age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket,recommended_credit_limit
32,80438.0,Self-Employed,704.0,2,54144.0,0.55,0,2,Tier 1,0.673114697,1,Good,High,Adult,93483
45,57040.0,Self-Employed,900.0,1,25045.0,1.0,0,2,Tier 1,0.43907784,0,Excellent,Medium,Adult,142599
29,68112.0,Self-Employed,723.0,1,35981.0,0.93,0,1,Tier 3,0.528262274,0,Good,Medium,Young,98396
33,37079.0,Self-Employed,601.0,0,21503.0,0.71,3,1,Tier 1,0.579923946,1,Fair,Low,Adult,39097
33,102912.0,Self-Employed,650.0,1,21854.0,0.65,1,3,Tier 3,0.212356188,1,Fair,High,Adult,119764
37,33294.0,Self-Employed,794.0,0,20708.0,0.99,0,2,Tier 3,0.621973929,0,Excellent,Low,Adult,82637
27,75296.0,Salaried,593.0,0,28744.0,0.65,1,2,Tier 3,0.381746706,1,Fair,Medium,Young,87453
34,46153.0,Salaried,744.0,2,12574.0,0.86,0,2,Tier 2,0.272441661,1,Excellent,Medium,Adult,64405
25,63671.0,Self-Employed,723.0,1,26624.0,0.7,0,3,Tier 1,0.41814955,1,Good,Medium,Young,81356
42,72436.0,Salaried,679.0,0,36637.0,0.83,1,1,Tier 3,0.505784417,1,Good,Medium,Adult,93810
36,19115.0,Self-Employed,693.0,2,5924.0,0.69,1,0,Tier 3,0.30991368,1,Good,Low,Adult,22847
32,35232.0,Salaried,679.0,1,16860.0,0.73,0,0,Tier 1,0.478542234,1,Good,Low,Adult,45643
31,35146.0,Self-Employed,697.0,0,10033.0,0.92,1,1,Tier 1,0.28546634,0,Good,Low,Adult,48081
31,78324.0,Self-Employed,767.0,1,33990.0,0.83,2,0,Tier 1,0.4339666,1,Excellent,Medium,Adult,159136
46,65538.0,Self-Employed,758.0,2,30103.0,0.87,1,4,Tier 3,0.45932131,1,Excellent,Medium,Adult,145386
27,104604.0,Self-Employed,645.0,0,34114.0,0.73,0,1,Tier 3,0.326125196,1,Fair,High,Young,135667
40,81814.0,Self-Employed,614.0,1,21633.0,0.59,2,0,Tier 2,0.264416848,1,Fair,High,Adult,85503
49,59390.0,Self-Employed,666.0,3,21192.0,0.89,1,3,Tier 1,0.356827749,1,Fair,Medium,Adult,79777
36,52819.0,Self-Employed,644.0,2,23421.0,0.79,1,1,Tier 3,0.443419981,1,Fair,Medium,Adult,66752
33,73632.0,Self-Employed,630.0,1,48279.0,0.76,4,0,Tier 2,0.655679596,1,Fair,Medium,Adult,74920
29,15000.0,Salaried,745.0,3,7936.0,0.72,0,0,Tier 2,0.529066667,1,Excellent,Low,Young,19355
34,72100.0,Self-Employed,900.0,3,25012.0,0.99,0,1,Tier 2,0.346907074,0,Excellent,Medium,Adult,179670
33,67207.0,Self-Employed,710.0,3,36241.0,0.8,0,2,Tier 3,0.539244424,1,Good,Medium,Adult,90874
39,15000.0,Self-Employed,765.0,0,5090.0,0.69,0,2,Tier 2,0.339333333,1,Excellent,Low,Adult,31599
50,60518.0,Self-Employed,745.0,3,37955.0,0.85,1,0,Tier 1,0.627168776,1,Excellent,Medium,Senior,79380
43,16802.0,Salaried,727.0,2,7268.0,0.94,0,2,Tier 3,0.432567551,0,Good,Low,Adult,24504
54,72551.0,Self-Employed,742.0,1,43787.0,0.81,5,1,Tier 3,0.603534066,1,Excellent,Medium,Senior,71123
31,20745.0,Self-Employed,776.0,2,6590.0,0.99,0,1,Tier 3,0.317666908,0,Excellent,Low,Adult,51652
29,60890.0,Salaried,747.0,1,25125.0,0.66,2,1,Tier 2,0.412629332,1,Excellent,Medium,Young,66739
31,29615.0,Self-Employed,695.0,2,6064.0,0.68,1,0,Tier 3,0.204761101,1,Good,Low,Adult,35029
47,65095.0,Salaried,735.0,2,18108.0,0.86,0,1,Tier 3,0.278178047,1,Good,Medium,Adult,90752
35,113333.0,Self-Employed,726.0,0,60990.0,0.94,0,2,Tier 2,0.538148642,0,Good,High,Adult,164565
33,102416.0,Self-Employed,865.0,2,32268.0,1.0,0,3,Tier 3,0.315067958,0,Excellent,High,Adult,256039
38,129498.0,Self-Employed,655.0,2,64727.125,0.62,0,1,Tier 2,0.499831078,1,Fair,High,Adult,157051
48,33613.0,Salaried,812.0,3,17953.0,0.96,1,3,Tier 3,0.534108827,0,Excellent,Low,Adult,78307
25,53540.0,Salaried,749.0,0,34683.0,0.76,1,2,Tier 2,0.64779604,1,Excellent,Medium,Young,66706
21,66886.0,Self-Employed,740.0,1,23725.0,1.0,0,2,Tier 2,0.354708011,0,Excellent,Medium,Young,100328
42,53735.0,Self-Employed,755.0,3,23292.0,0.75,0,1,Tier 1,0.433460501,1,Excellent,Medium,Adult,117250
21,53012.0,Self-Employed,546.0,0,21837.0,0.44,1,2,Tier 3,0.411925602,1,Poor,Medium,Young,53205
32,84852.0,Self-Employed,723.0,1,57641.0,1.0,1,1,Tier 1,0.679312214,0,Good,High,Adult,120914
43,37854.0,Salaried,527.0,3,16112.0,0.59,1,4,Tier 3,0.425635336,1,Poor,Low,Adult,42428
30,70537.0,Self-Employed,729.0,0,19008.0,0.73,0,3,Tier 1,0.269475594,1,Good,Medium,Adult,91697
29,79076.0,Salaried,770.0,1,50974.0,0.66,0,1,Tier 1,0.644620365,1,Excellent,Medium,Young,164135
47,61771.0,Salaried,553.0,1,25203.0,0.55,2,1,Tier 1,0.408006994,1,Poor,Medium,Adult,62412
53,36412.0,Salaried,743.0,2,19372.0,0.77,2,1,Tier 2,0.53202241,1,Excellent,Low,Senior,42853
41,91893.0,Salaried,806.0,2,58146.0,0.84,0,0,Tier 2,0.632757664,1,Excellent,High,Adult,211167
42,84197.0,Self-Employed,792.0,3,53893.0,0.86,0,2,Tier 3,0.640082188,1,Excellent,High,Adult,195543
21,48330.0,Self-Employed,704.0,3,19922.0,0.86,0,2,Tier 1,0.412207738,1,Good,Medium,Young,67353
22,40153.0,Self-Employed,623.0,0,19019.0,0.7,2,3,Tier 1,0.473663238,1,Fair,Medium,Young,45281
51,36978.0,Salaried,742.0,1,10854.0,0.79,1,1,Tier 2,0.29352588,1,Excellent,Low,Senior,47000
34,66288.0,Self-Employed,779.0,2,42087.0,0.9,1,2,Tier 3,0.634911296,0,Excellent,Medium,Adult,149454
21,25574.0,Salaried,789.0,2,6611.0,0.92,0,0,Tier 1,0.258504731,0,Excellent,Low,Young,61420
37,73333.0,Self-Employed,636.0,1,37077.0,0.7,3,5,Tier 1,0.505597753,1,Fair,Medium,Adult,76892
42,60396.0,Self-Employed,699.0,3,34080.0,0.69,1,1,Tier 1,0.56427578,1,Good,Medium,Adult,72231
37,58671.0,Salaried,504.5,3,18460.0,0.58,0,1,Tier 3,0.314635851,1,Poor,Medium,Adult,69547
32,53091.0,Self-Employed,687.0,3,13840.0,0.7,1,4,Tier 3,0.260684485,1,Good,Medium,Adult,63787
32,42633.0,Self-Employed,784.0,2,26333.0,0.67,1,1,Tier 1,0.617667065,1,Excellent,Medium,Adult,83757
36,60934.0,Salaried,870.0,2,33006.0,1.0,0,1,Tier 3,0.541668034,0,Excellent,Medium,Adult,152334
35,77911.0,Self-Employed,817.0,2,39246.0,1.0,0,2,Tier 1,0.503728613,0,Excellent,Medium,Adult,194776
34,43549.0,Self-Employed,825.0,0,15802.0,1.0,0,3,Tier 3,0.362855634,0,Excellent,Medium,Adult,108873
43,55896.0,Salaried,646.0,0,28497.0,0.74,2,1,Tier 2,0.509821812,1,Fair,Medium,Adult,64488
46,49080.0,Self-Employed,667.0,3,19372.0,0.53,2,1,Tier 3,0.394702526,1,Fair,Medium,Adult,49078
22,62361.0,Salaried,747.0,3,22439.0,0.98,0,1,Tier 1,0.359824249,0,Excellent,Medium,Young,92407
32,84973.0,Self-Employed,571.0,2,17008.0,0.52,1,2,Tier 3,0.200157697,1,Poor,High,Adult,90381
29,58758.0,Salaried,810.0,1,27589.0,0.97,1,1,Tier 3,0.469536063,0,Excellent,Medium,Young,137409
44,34182.0,Self-Employed,688.0,0,15534.0,0.95,1,2,Tier 1,0.45444971,0,Good,Low,Adult,47329
46,77203.0,Salaried,638.0,1,26395.0,0.77,5,0,Tier 1,0.341890859,1,Fair,Medium,Adult,73573
38,44842.0,Self-Employed,649.0,0,8983.0,0.75,2,1,Tier 1,0.200325588,1,Fair,Medium,Adult,52153
21,84740.0,Self-Employed,657.0,1,20107.0,0.49,0,2,Tier 1,0.237278735,1,Fair,High,Young,94783
34,60107.0,Salaried,682.0,0,32355.0,0.84,1,2,Tier 3,0.538290049,1,Good,Medium,Adult,78575
40,33817.0,Salaried,769.0,0,16644.0,0.69,0,1,Tier 3,0.49217849,1,Excellent,Low,Adult,71464
32,17810.0,Salaried,664.0,2,8530.0,0.68,0,2,Tier 1,0.478944413,1,Fair,Low,Adult,22492
38,78767.0,Self-Employed,686.0,2,49858.0,0.78,1,1,Tier 3,0.632980817,1,Good,Medium,Adult,99139
47,38028.0,Salaried,618.0,0,10766.0,0.79,1,1,Tier 3,0.283107184,1,Fair,Low,Adult,48341
36,63333.0,Salaried,738.0,1,16394.0,0.86,0,4,Tier 2,0.258853994,1,Good,Medium,Adult,88345
25,80623.0,Self-Employed,735.0,1,33173.0,0.91,0,2,Tier 3,0.411458269,0,Good,High,Young,115787
40,61073.0,Self-Employed,755.0,2,36289.0,0.73,0,1,Tier 1,0.594190559,1,Excellent,Medium,Adult,132013
38,15000.0,Salaried,808.0,3,7151.0,0.93,0,2,Tier 1,0.476733333,0,Excellent,Low,Adult,36208
31,70611.0,Self-Employed,728.0,1,29116.0,1.0,0,2,Tier 3,0.412343686,0,Good,Medium,Adult,105916
44,47544.0,Salaried,727.0,0,32965.0,0.96,0,1,Tier 1,0.693357732,0,Good,Medium,Adult,69928
44,86557.0,Self-Employed,774.0,1,19422.0,0.84,0,1,Tier 2,0.224383932,1,Excellent,High,Adult,198944
55,51488.0,Salaried,769.0,2,19173.0,0.89,1,1,Tier 1,0.37237803,1,Excellent,Medium,Senior,115083
25,49611.0,Salaried,645.0,2,21667.0,0.69,1,1,Tier 3,0.43673782,1,Fair,Medium,Young,59213
54,63435.0,Self-Employed,785.0,1,39459.0,0.7,1,1,Tier 1,0.622038307,1,Excellent,Medium,Senior,126898
35,43145.0,Salaried,900.0,3,15336.0,0.87,0,0,Tier 2,0.355452544,1,Excellent,Medium,Adult,101120
26,50635.0,Salaried,726.0,3,30416.0,0.64,0,2,Tier 1,0.600691221,1,Good,Medium,Young,62328
40,54871.0,Salaried,697.0,0,31167.0,0.7,1,1,Tier 2,0.568004957,1,Good,Medium,Adult,65888
25,25038.0,Salaried,648.0,0,7507.0,0.72,4,1,Tier 1,0.299824267,1,Fair,Low,Young,24862
29,71671.0,Self-Employed,726.0,3,28292.0,0.75,3,2,Tier 3,0.394748225,1,Good,Medium,Young,78207
39,67120.0,Self-Employed,762.0,2,18164.0,0.82,1,2,Tier 3,0.270619785,1,Excellent,Medium,Adult,144091
43,40918.0,Self-Employed,621.0,3,16910.0,0.71,3,1,Tier 1,0.413265556,1,Fair,Medium,Adult,43139
33,89730.0,Self-Employed,723.0,1,27624.0,0.65,2,2,Tier 2,0.307856904,1,Good,High,Adult,97549
53,30727.0,Salaried,741.0,0,16286.0,0.89,0,3,Tier 1,0.530022456,1,Excellent,Low,Senior,43566
28,22307.0,Salaried,797.0,2,7143.0,0.78,0,1,Tier 3,0.320213386,1,Excellent,Low,Young,49502
47,49771.0,Self-Employed,785.0,3,18431.0,0.87,1,1,Tier 2,0.370316047,1,Excellent,Medium,Adult,110015
25,43663.0,Salaried,679.0,1,12616.0,0.79,1,2,Tier 1,0.288940293,1,Good,Medium,Young,55506
31,61734.0,Salaried,756.0,1,21055.0,0.84,1,1,Tier 3,0.341060032,1,Excellent,Medium,Adult,134345
32,21920.0,Salaried,900.0,1,14494.0,0.98,0,2,Tier 3,0.661222628,0,Excellent,Low,Adult,54298
48,50610.0,Salaried,600.0,0,31396.0,0.7,1,1,Tier 2,0.620351709,1,Fair,Medium,Adult,60638
43,72035.0,Self-Employed,558.0,3,20260.0,0.59,1,0,Tier 1,0.281252169,1,Poor,Medium,Adult,80685
31,43985.0,Salaried,698.0,3,18058.0,0.79,0,0,Tier 1,0.410549051,1,Good,Medium,Adult,59047
38,35776.0,Salaried,900.0,0,12123.0,0.98,0,0,Tier 2,0.338858453,0,Excellent,Low,Adult,88685
23,52603.0,Salaried,747.0,3,18678.0,1.0,0,1,Tier 2,0.355074806,0,Excellent,Medium,Young,78882
33,88989.0,Self-Employed,900.0,0,24462.0,1.0,0,2,Tier 3,0.274887907,0,Excellent,High,Adult,222471
34,56296.0,Self-Employed,687.0,1,17050.0,0.6,0,2,Tier 1,0.302863436,1,Good,Medium,Adult,67671
44,23661.0,Self-Employed,900.0,2,12889.0,1.0,0,1,Tier 3,0.544736064,0,Excellent,Low,Adult,59153
30,82079.0,Salaried,748.0,0,16918.0,0.91,0,2,Tier 2,0.206118496,0,Excellent,High,Adult,117659
31,53982.0,Self-Employed,754.0,3,15498.0,0.87,0,4,Tier 1,0.287095699,1,Excellent,Medium,Adult,125866
40,45293.0,Salaried,755.0,0,16180.0,0.61,1,4,Tier 3,0.357229594,1,Excellent,Medium,Adult,85420
35,40359.0,Salaried,729.0,2,16665.0,0.9,0,0,Tier 3,0.412919052,0,Good,Medium,Adult,57539
51,66657.0,Self-Employed,714.0,2,18548.0,0.71,1,1,Tier 1,0.278260348,1,Good,Medium,Senior,80629
54,73332.0,Self-Employed,581.0,2,32263.0,0.6,1,2,Tier 1,0.439957999,1,Fair,Medium,Senior,82370
26,54517.0,Salaried,611.0,0,36719.0,0.72,1,0,Tier 1,0.673533026,1,Fair,Medium,Young,66252
29,51445.0,Salaried,800.0,2,11018.0,0.76,1,2,Tier 3,0.214170473,1,Excellent,Medium,Young,106635
46,67375.0,Salaried,625.0,2,15228.0,0.7,0,0,Tier 3,0.226018553,1,Fair,Medium,Adult,85878
32,75075.0,Salaried,811.0,2,24866.0,0.9,0,1,Tier 2,0.331215451,0,Excellent,Medium,Adult,178158
37,20042.0,Salaried,763.0,3,10607.0,0.84,2,1,Tier 2,0.529238599,1,Excellent,Low,Adult,41171
23,94194.0,Self-Employed,783.0,1,21692.0,0.87,0,2,Tier 2,0.230290677,1,Excellent,High,Young,219678
27,98501.0,Self-Employed,733.0,2,56699.0,0.89,0,0,Tier 3,0.575618522,1,Good,High,Young,139531
43,46120.0,Self-Employed,732.0,3,14249.0,0.74,2,0,Tier 3,0.3089549,1,Good,Medium,Adult,53121
37,66804.0,Salaried,670.0,3,43445.0,0.68,1,2,Tier 3,0.650335309,1,Good,Medium,Adult,79029
35,58827.0,Self-Employed,804.0,1,33369.0,0.86,0,0,Tier 2,0.567239533,1,Excellent,Medium,Adult,136603
30,50568.0,Self-Employed,789.0,1,16083.0,0.87,0,2,Tier 1,0.318046986,1,Excellent,Medium,Adult,118416
38,51106.0,Salaried,900.0,2,25691.0,0.89,0,2,Tier 3,0.50270027,1,Excellent,Medium,Adult,120558
40,52228.0,Salaried,763.0,1,32440.0,0.89,0,0,Tier 2,0.621122769,1,Excellent,Medium,Adult,123577
40,44911.0,Salaried,829.0,3,20009.0,0.81,1,0,Tier 3,0.445525595,1,Excellent,Medium,Adult,95977
21,46913.0,Salaried,727.0,3,20368.0,0.83,1,2,Tier 2,0.43416537,1,Good,Medium,Young,61028
44,83524.0,Self-Employed,736.0,2,50593.0,0.84,0,0,Tier 2,0.60573009,1,Good,High,Adult,115511
26,55791.0,Self-Employed,688.0,0,26407.0,0.86,0,2,Tier 3,0.47332007,1,Good,Medium,Young,78028
39,62598.0,Salaried,556.0,0,43561.0,0.51,0,0,Tier 1,0.695884853,1,Poor,Medium,Adult,70886
31,49802.0,Self-Employed,854.0,3,28837.0,1.0,0,1,Tier 3,0.579032971,0,Excellent,Medium,Adult,124505
33,33409.0,Salaried,799.0,1,21871.0,0.89,0,1,Tier 2,0.654643958,1,Excellent,Low,Adult,78860
40,103040.0,Self-Employed,737.0,2,25616.0,0.67,2,2,Tier 3,0.248602484,1,Good,High,Adult,113222
25,117081.0,Self-Employed,673.0,3,64699.0,0.76,2,0,Tier 2,0.552600337,1,Good,High,Young,137327
21,84244.0,Self-Employed,674.0,1,22411.0,0.72,1,4,Tier 1,0.26602488,1,Good,High,Young,102043
33,44458.0,Salaried,673.0,2,19191.0,1.0,0,3,Tier 2,0.431665842,0,Good,Medium,Adult,66687
36,38837.0,Salaried,799.0,1,26842.0,0.86,0,0,Tier 1,0.691145042,1,Excellent,Low,Adult,90102
33,44796.0,Salaried,667.0,3,10968.0,0.59,1,0,Tier 1,0.24484329,1,Fair,Medium,Adult,50063
24,63005.0,Salaried,641.0,0,35948.0,0.63,2,3,Tier 1,0.570557892,1,Fair,Medium,Young,67631
53,41379.0,Self-Employed,687.0,1,16092.0,0.77,2,1,Tier 2,0.388892917,1,Good,Medium,Senior,48834
27,74562.0,Self-Employed,699.0,3,20163.0,0.79,1,1,Tier 1,0.270419248,1,Good,Medium,Young,94544
30,24169.0,Salaried,743.0,1,8201.0,0.76,1,3,Tier 2,0.339318962,1,Excellent,Low,Adult,30177
42,49429.0,Salaried,729.0,3,13648.0,0.69,1,2,Tier 2,0.276113213,1,Good,Medium,Adult,58823
26,63129.0,Salaried,563.0,2,30784.0,0.61,0,2,Tier 1,0.487636427,1,Poor,Medium,Young,76375
32,15000.0,Self-Employed,717.0,1,7245.0,0.99,1,3,Tier 3,0.483,0,Good,Low,Adult,21253
33,27506.0,Salaried,597.0,0,11905.0,0.5,1,1,Tier 2,0.432814659,1,Fair,Low,Adult,28800
32,29936.0,Salaried,689.0,3,14849.0,0.82,1,1,Tier 1,0.496024853,1,Good,Low,Adult,38633
39,111890.0,Self-Employed,783.0,1,32375.0,0.77,2,2,Tier 2,0.28934668,1,Excellent,High,Adult,220103
38,27983.0,Self-Employed,699.0,0,15534.0,0.94,1,3,Tier 3,0.555122753,0,Good,Low,Adult,38692
31,53051.0,Self-Employed,715.0,3,34351.0,0.83,2,3,Tier 2,0.647509001,1,Good,Medium,Adult,64802
27,15000.0,Salaried,711.0,1,6813.0,0.83,0,1,Tier 1,0.4542,1,Good,Low,Young,20633
41,15000.0,Self-Employed,648.0,0,8442.0,0.56,0,3,Tier 2,0.5628,1,Fair,Low,Adult,17539
35,97889.0,Self-Employed,795.0,0,40356.0,0.96,0,2,Tier 3,0.412262869,0,Excellent,High,Adult,240182
24,34611.0,Salaried,666.0,1,6997.0,0.52,0,4,Tier 2,0.202161163,1,Fair,Low,Young,39511
26,16363.0,Salaried,621.0,1,9029.0,0.64,0,1,Tier 3,0.551793681,1,Fair,Low,Young,20164
33,61419.0,Self-Employed,785.0,1,31463.0,0.91,0,1,Tier 1,0.512268191,0,Excellent,Medium,Adult,147004
46,30880.0,Salaried,550.0,1,10128.0,0.49,1,0,Tier 2,0.327979275,1,Poor,Low,Adult,32216
36,71719.0,Salaried,744.0,1,45446.0,0.9,0,4,Tier 2,0.633667508,0,Excellent,Medium,Adult,102366
34,15000.0,Salaried,900.0,0,8844.0,0.86,0,1,Tier 1,0.5896,1,Excellent,Low,Adult,34921
23,31269.0,Salaried,728.0,2,16302.0,0.92,1,3,Tier 1,0.521347021,0,Good,Low,Young,42649
52,95359.0,Self-Employed,787.0,2,43760.0,0.89,0,0,Tier 1,0.45889743,1,Excellent,High,Senior,225319
36,67948.0,Self-Employed,759.0,2,32593.0,0.9,0,1,Tier 3,0.479675634,0,Excellent,Medium,Adult,161655
34,96713.0,Self-Employed,726.0,1,60273.0,0.75,2,0,Tier 1,0.62321508,1,Good,High,Adult,112519
36,23260.0,Salaried,738.0,1,8704.0,0.81,0,2,Tier 3,0.374204643,1,Good,Low,Adult,31597
44,48781.0,Salaried,797.0,1,32808.0,0.91,0,2,Tier 3,0.672556938,0,Excellent,Medium,Adult,116401
42,82051.0,Self-Employed,799.0,1,54974.0,0.77,2,3,Tier 1,0.669997928,1,Excellent,High,Adult,161115
23,73042.0,Self-Employed,633.0,1,18648.0,0.78,0,2,Tier 1,0.255305167,1,Fair,Medium,Young,97784
28,43218.0,Self-Employed,754.0,0,16123.0,0.83,2,2,Tier 2,0.37306215,1,Excellent,Medium,Young,88197
35,58101.0,Salaried,705.0,0,17817.0,0.82,1,1,Tier 3,0.306655651,1,Good,Medium,Adult,74758
28,60496.0,Salaried,649.0,3,18889.0,0.72,0,1,Tier 1,0.31223552,1,Fair,Medium,Young,77941
27,54105.0,Self-Employed,580.0,2,20299.0,0.7,1,1,Tier 1,0.375177895,1,Fair,Medium,Young,65071
41,41616.0,Salaried,587.0,0,25888.0,0.65,1,2,Tier 2,0.622068435,1,Fair,Medium,Adult,48375
29,15000.0,Salaried,795.0,0,3132.0,0.86,1,2,Tier 3,0.2088,1,Excellent,Low,Young,32935
24,40818.0,Self-Employed,692.0,3,27728.0,1.0,1,3,Tier 2,0.679308148,0,Good,Medium,Young,58166
46,84539.0,Salaried,688.0,1,54367.0,0.59,1,0,Tier 3,0.643099634,1,Good,High,Adult,94761
28,51398.0,Salaried,813.0,2,26246.0,0.89,0,1,Tier 2,0.510642437,1,Excellent,Medium,Young,121376
36,65161.0,Salaried,613.0,1,34956.0,0.68,1,0,Tier 2,0.536455855,1,Fair,Medium,Adult,77451
42,24380.0,Salaried,639.0,3,7729.0,0.76,0,1,Tier 2,0.317022149,1,Fair,Low,Adult,32201
28,37124.0,Salaried,752.0,3,25085.0,0.88,1,1,Tier 2,0.675708437,1,Excellent,Low,Young,82405
21,77871.0,Self-Employed,804.0,2,24384.0,0.8,2,1,Tier 2,0.313133259,1,Excellent,Medium,Young,155784
26,54233.0,Self-Employed,776.0,2,26134.0,0.69,0,5,Tier 1,0.481883724,1,Excellent,Medium,Young,114592
48,90247.0,Salaried,750.0,3,23768.0,0.98,0,2,Tier 1,0.263366095,0,Excellent,High,Adult,133901
29,48596.0,Salaried,518.0,3,25936.0,0.38,0,1,Tier 3,0.533706478,1,Poor,Medium,Young,50171
55,74203.0,Salaried,641.0,2,39070.0,0.81,3,2,Tier 3,0.526528577,1,Fair,Medium,Senior,84175
37,44726.0,Salaried,612.0,3,9493.0,0.81,2,0,Tier 2,0.212247909,1,Fair,Medium,Adult,54058
41,56648.0,Salaried,771.0,1,13027.0,0.74,0,0,Tier 1,0.229963988,1,Excellent,Medium,Adult,123291
41,42215.0,Self-Employed,623.0,1,22171.0,0.77,2,0,Tier 3,0.525192467,1,Fair,Medium,Adult,49793
30,34901.0,Salaried,612.0,3,22218.0,0.63,0,3,Tier 2,0.63660067,1,Fair,Low,Adult,42682
26,76780.0,Salaried,698.0,3,41869.0,0.77,1,1,Tier 1,0.545311279,1,Good,Medium,Young,96319
34,54441.0,Salaried,640.0,1,35709.0,0.66,1,2,Tier 3,0.655921089,1,Fair,Medium,Adult,63852
22,48471.0,Salaried,659.0,2,24470.0,0.67,1,2,Tier 2,0.504837944,1,Fair,Medium,Young,57252
33,63735.0,Salaried,680.0,2,33884.0,0.62,0,1,Tier 1,0.531638817,1,Good,Medium,Adult,77648
21,62152.0,Self-Employed,714.0,0,40557.0,0.8,1,1,Tier 3,0.652545373,1,Good,Medium,Young,79329
33,24189.0,Salaried,708.0,1,8919.0,0.78,1,2,Tier 1,0.36872132,1,Good,Low,Adult,30506
25,43655.0,Salaried,888.0,1,15669.0,0.85,0,2,Tier 3,0.358927958,1,Excellent,Medium,Young,100783
21,90393.0,Self-Employed,594.0,0,44011.0,0.66,0,1,Tier 3,0.486885046,1,Fair,High,Young,112508
38,74451.0,Self-Employed,693.0,1,16857.0,0.81,0,1,Tier 1,0.226417375,1,Good,Medium,Adult,101316
29,37187.0,Salaried,745.0,3,19799.0,0.74,1,1,Tier 3,0.532417243,1,Excellent,Low,Young,45684
24,72853.0,Salaried,781.0,2,26611.0,0.87,0,2,Tier 2,0.36526979,1,Excellent,Medium,Young,170191
33,45783.0,Salaried,690.0,0,12040.0,0.73,1,3,Tier 2,0.262979709,1,Good,Medium,Adult,56116
36,59735.0,Salaried,727.0,2,21886.0,0.94,0,3,Tier 2,0.366384866,0,Good,Medium,Adult,87006
41,56567.0,Self-Employed,900.0,1,15391.0,0.99,1,1,Tier 2,0.272084431,0,Excellent,Medium,Adult,133546
42,65202.0,Self-Employed,722.0,0,38868.0,0.8,1,1,Tier 2,0.596116684,1,Good,Medium,Adult,83188
31,44655.0,Salaried,673.0,1,18459.0,0.89,0,0,Tier 3,0.413369164,1,Good,Medium,Adult,63238
39,62302.0,Self-Employed,527.0,0,32778.0,0.6,2,0,Tier 3,0.526114731,1,Poor,Medium,Adult,65318
31,117842.0,Self-Employed,668.0,1,46241.0,0.47,2,2,Tier 2,0.392398296,1,Fair,High,Adult,111901
44,111463.0,Self-Employed,724.0,0,53148.0,0.81,1,4,Tier 1,0.476821905,1,Good,High,Adult,143025
47,86454.0,Salaried,714.0,3,39622.0,0.72,2,1,Tier 2,0.458301525,1,Good,High,Adult,98774
33,109428.0,Self-Employed,695.0,3,26735.0,0.7,0,0,Tier 1,0.244315897,1,Good,High,Adult,139279
42,44358.0,Salaried,669.0,3,30891.0,0.86,0,0,Tier 2,0.696402002,1,Fair,Medium,Adult,61863
39,93376.0,Self-Employed,772.0,1,28128.0,0.86,1,1,Tier 3,0.301233722,1,Excellent,High,Adult,205202
25,105153.0,Self-Employed,742.0,2,45491.0,0.63,1,4,Tier 3,0.432617234,1,Excellent,High,Young,120835
43,44317.0,Self-Employed,728.0,2,25028.0,0.97,1,4,Tier 1,0.564749419,0,Good,Medium,Adult,62312
50,68078.0,Self-Employed,762.0,1,39146.0,1.0,0,0,Tier 3,0.575016892,0,Excellent,Medium,Senior,170195
25,96874.0,Self-Employed,802.0,3,32307.0,1.0,0,2,Tier 2,0.333495055,0,Excellent,High,Young,242184
21,122735.0,Self-Employed,674.0,1,64727.125,0.62,0,1,Tier 2,0.527372999,1,Good,High,Young,148946
24,62438.0,Salaried,808.0,2,40368.0,0.73,0,2,Tier 1,0.646529357,1,Excellent,Medium,Young,135047
36,122319.0,Self-Employed,800.0,0,64727.125,0.82,1,1,Tier 2,0.529166564,1,Excellent,High,Adult,263092
47,75208.0,Salaried,659.0,3,31527.0,0.65,2,1,Tier 1,0.419197426,1,Fair,Medium,Adult,81810
29,18797.0,Salaried,889.0,2,9954.0,0.99,0,2,Tier 1,0.529552588,0,Excellent,Low,Young,46681
31,130640.625,Self-Employed,695.0,0,33787.0,0.6,2,2,Tier 2,0.258625523,1,Good,High,Adult,144768
21,130640.625,Self-Employed,839.0,0,41141.0,0.69,1,1,Tier 1,0.314917354,1,Excellent,High,Young,265378
35,49275.0,Salaried,697.0,3,27813.0,0.74,1,0,Tier 1,0.564444444,1,Good,Medium,Adult,60425
29,107339.0,Self-Employed,736.0,0,43935.0,0.77,2,0,Tier 2,0.409310689,1,Good,High,Young,126681
26,86517.0,Self-Employed,658.0,1,32953.0,0.68,2,1,Tier 1,0.380884682,1,Fair,High,Young,95775
44,57484.0,Self-Employed,717.0,0,36314.0,0.82,0,0,Tier 3,0.63172361,1,Good,Medium,Adult,78322
23,76004.0,Self-Employed,546.0,3,44981.0,0.77,2,2,Tier 1,0.591824115,1,Poor,Medium,Young,89467
37,53423.0,Salaried,825.0,1,14881.0,0.75,4,2,Tier 3,0.278550437,1,Excellent,Medium,Adult,90187
30,71417.0,Salaried,809.0,1,36183.0,0.91,1,2,Tier 1,0.506644076,0,Excellent,Medium,Adult,161427
40,81997.0,Self-Employed,767.0,2,46595.0,0.93,1,3,Tier 1,0.568252497,0,Excellent,High,Adult,188001
