age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket
31,117569.0,Self-Employed,782.0,0,63982.0,0.76,1,2,Tier 2,243925,0.5442080820624484,1,Excellent,High,Adult
31,15000.0,Self-Employed,746.0,3,3050.0,0.96,0,0,Tier 1,22007,0.20333333333333334,0,Excellent,Low,Adult
37,21133.0,Self-Employed,821.0,0,6529.0,0.91,0,0,Tier 3,50444,0.3089480906638906,0,Excellent,Low,Adult
23,27705.0,Salaried,727.0,0,6917.0,0.63,0,0,Tier 3,33891,0.24966612524815016,1,Good,Low,Young
36,86828.0,Self-Employed,696.0,3,22408.0,0.76,4,2,Tier 3,88823,0.2580734325332842,1,Good,High,Adult
31,130640.625,Self-Employed,575.0,0,42338.0,0.7,0,2,Tier 2,190466,0.3240798947494319,1,Poor,High,Adult
40,32156.0,Self-Employed,650.0,2,21970.0,0.52,1,2,Tier 3,34350,0.6832317452419455,1,Fair,Low,Adult
29,91310.0,Self-Employed,788.0,0,31981.0,0.98,0,1,Tier 3,226230,0.35024641331727085,0,Excellent,High,Young
49,130640.625,Self-Employed,599.0,0,46871.0,0.69,1,1,Tier 2,178316,0.35877813658653274,1,Fair,High,Adult
35,42767.0,Salaried,877.0,2,9290.0,0.88,1,1,Tier 1,95344,0.21722356022166625,1,Excellent,Medium,Adult
60,62796.0,Salaried,661.0,0,24696.0,0.52,3,4,Tier 1,57499,0.3932734569080833,1,Fair,Medium,Senior
28,22307.0,Salaried,797.0,2,7143.0,0.78,0,1,Tier 3,49502,0.32021338593266685,1,Excellent,Low,Young
43,49626.0,Salaried,688.0,1,26990.0,0.86,0,1,Tier 2,69214,0.5438681336396244,1,Good,Medium,Adult
32,106428.0,Self-Employed,650.0,3,49413.0,0.71,1,0,Tier 2,128499,0.4642857142857143,1,Fair,High,Adult
43,63942.0,Salaried,814.0,3,37282.0,0.94,0,1,Tier 3,155026,0.583059647805824,0,Excellent,Medium,Adult
40,59406.0,Salaried,571.0,1,30656.0,0.81,0,0,Tier 2,80508,0.5160421506245161,1,Poor,Medium,Adult
42,40735.0,Salaried,702.0,0,18343.0,0.85,0,0,Tier 2,56394,0.45030072419295447,1,Good,Medium,Adult
28,27967.0,Salaried,770.0,2,17667.0,0.7,0,1,Tier 3,59299,0.6317087996567383,1,Excellent,Low,Young
37,19184.0,Salaried,709.0,0,9980.0,0.79,0,1,Tier 2,25808,0.5202251876563804,1,Good,Low,Adult
45,63559.0,Salaried,752.0,0,27138.0,0.86,0,2,Tier 2,147574,0.42697336333170754,1,Excellent,Medium,Adult
30,77097.0,Self-Employed,829.0,1,35471.0,0.96,0,1,Tier 1,188922,0.46008275289570283,0,Excellent,Medium,Adult
33,86687.0,Self-Employed,784.0,3,29107.0,0.78,0,4,Tier 1,193320,0.3357712229053953,1,Excellent,High,Adult
28,44247.0,Self-Employed,810.0,3,11103.0,0.77,1,4,Tier 2,92110,0.25093226659434537,1,Excellent,Medium,Young
35,47524.0,Self-Employed,747.0,0,10510.0,0.9,1,0,Tier 3,64292,0.22115141823078865,0,Excellent,Medium,Adult
43,69308.0,Salaried,818.0,0,47339.0,0.8,0,2,Tier 1,156233,0.6830236047786691,1,Excellent,Medium,Adult
34,15000.0,Salaried,717.0,0,9494.0,0.7,2,1,Tier 2,16841,0.6329333333333333,1,Good,Low,Adult
51,79802.0,Self-Employed,744.0,3,24419.0,0.79,1,2,Tier 3,101125,0.3059948372221248,1,Excellent,Medium,Senior
36,52766.0,Salaried,692.0,1,22904.0,0.69,0,4,Tier 3,66804,0.4340673918811356,1,Good,Medium,Adult
21,45428.0,Salaried,640.0,3,20281.0,0.79,1,3,Tier 3,57546,0.4464427225499692,1,Fair,Medium,Young
36,19115.0,Self-Employed,693.0,2,5924.0,0.69,1,0,Tier 3,22847,0.30991368035574157,1,Good,Low,Adult
24,73056.0,Self-Employed,843.0,3,27326.0,1.0,2,4,Tier 2,164375,0.3740418309242225,0,Excellent,Medium,Young
54,78937.0,Self-Employed,765.0,3,52784.0,0.79,0,3,Tier 2,176424,0.6686851539835565,1,Excellent,Medium,Senior
29,50418.0,Salaried,738.0,1,34354.0,0.8,0,0,Tier 1,68042,0.681383632829545,1,Good,Medium,Young
35,27257.0,Salaried,644.0,1,18830.0,0.81,0,3,Tier 1,36917,0.6908317129544704,1,Fair,Low,Adult
33,69747.0,Salaried,713.0,1,38630.0,0.68,2,2,Tier 1,77592,0.5538589473382368,1,Good,Medium,Adult
36,23849.0,Salaried,735.0,2,10238.0,0.93,0,2,Tier 3,34438,0.42928424671894,0,Good,Low,Adult
38,58957.0,Salaried,749.0,1,18925.0,0.67,1,0,Tier 1,69528,0.3209966585816782,1,Excellent,Medium,Adult
47,60703.0,Salaried,780.0,1,22917.0,0.78,2,2,Tier 2,120116,0.37752664612951586,1,Excellent,Medium,Adult
37,77849.0,Salaried,814.0,1,21903.0,1.0,0,0,Tier 3,194623,0.28135236162314226,0,Excellent,Medium,Adult
38,53526.0,Self-Employed,821.0,2,25478.0,0.86,0,1,Tier 3,124662,0.4759929753764526,1,Excellent,Medium,Adult
29,69408.0,Self-Employed,681.0,0,36870.0,0.72,1,1,Tier 3,84373,0.5312067773167358,1,Good,Medium,Young
31,130640.625,Self-Employed,695.0,0,33787.0,0.6,2,2,Tier 2,144768,0.2586255232627676,1,Good,High,Adult
33,50285.0,Salaried,643.0,2,15610.0,0.74,0,3,Tier 1,65465,0.31043054588843594,1,Fair,Medium,Adult
33,97787.0,Self-Employed,682.0,3,26589.0,0.85,1,4,Tier 1,128030,0.2719073087424709,1,Good,High,Adult
36,38986.0,Salaried,637.0,0,24464.0,0.45,2,3,Tier 2,36471,0.6275073103165238,1,Fair,Low,Adult
40,51865.0,Self-Employed,716.0,1,17894.0,0.78,1,1,Tier 2,65304,0.3450110864745011,1,Good,Medium,Adult
25,48055.0,Self-Employed,638.0,0,16914.0,0.78,2,1,Tier 3,56830,0.3519716990947872,1,Fair,Medium,Young
31,32921.0,Salaried,646.0,1,8648.0,0.58,2,1,Tier 1,34076,0.26268946872816745,1,Fair,Low,Adult
35,45087.0,Self-Employed,761.0,3,26615.0,0.9,0,1,Tier 2,107216,0.5903031916073369,0,Excellent,Medium,Adult
42,42265.0,Self-Employed,746.0,2,20289.0,0.9,0,2,Tier 2,60233,0.48004258843014314,0,Excellent,Medium,Adult
42,60380.0,Self-Employed,863.0,0,39881.0,1.0,1,1,Tier 2,143402,0.6605001656177543,0,Excellent,Medium,Adult
31,89254.0,Self-Employed,630.0,1,24872.0,0.73,1,1,Tier 1,109191,0.2786653819436664,1,Fair,High,Adult
34,83625.0,Self-Employed,677.0,2,47434.0,0.72,1,3,Tier 1,101782,0.5672227204783259,1,Good,High,Adult
45,87646.0,Salaried,720.0,3,40943.0,0.57,0,1,Tier 2,102987,0.4671405426374278,1,Good,High,Adult
28,54873.0,Salaried,830.0,3,21855.0,0.87,0,3,Tier 3,128562,0.39828330873106993,1,Excellent,Medium,Young
31,50541.0,Salaried,728.0,3,16363.0,0.77,0,1,Tier 1,67080,0.32375694980313013,1,Good,Medium,Adult
33,24329.0,Self-Employed,809.0,1,13779.0,0.83,1,2,Tier 3,52623,0.566361132804472,1,Excellent,Low,Adult
41,39938.0,Salaried,619.0,2,27598.0,0.76,0,4,Tier 1,52654,0.6910210826781511,1,Fair,Low,Adult
35,56876.0,Salaried,716.0,0,13295.0,0.66,1,2,Tier 3,66660,0.2337541317954849,1,Good,Medium,Adult
54,72888.0,Self-Employed,604.0,2,17276.0,0.71,2,1,Tier 3,82554,0.2370211831851608,1,Fair,Medium,Senior
45,67498.0,Self-Employed,734.0,2,16607.0,0.98,0,1,Tier 3,100382,0.24603691961243296,0,Good,Medium,Adult
49,70153.0,Salaried,559.0,3,29839.0,0.71,1,0,Tier 3,84539,0.4253417530255299,1,Poor,Medium,Adult
40,86544.0,Self-Employed,747.0,3,26077.0,1.0,0,1,Tier 2,129584,0.301314938066186,0,Excellent,High,Adult
27,51391.0,Salaried,777.0,1,34423.0,0.94,0,1,Tier 1,124338,0.6698254558191123,0,Excellent,Medium,Young
41,44068.0,Self-Employed,708.0,3,25304.0,0.77,0,2,Tier 2,58616,0.5742035036761369,1,Good,Medium,Adult
40,55277.0,Salaried,598.0,0,29592.0,0.57,2,1,Tier 2,56742,0.5353401957414476,1,Fair,Medium,Adult
29,36028.0,Salaried,650.0,3,11665.0,0.72,2,0,Tier 2,40950,0.3237759520373043,1,Fair,Low,Young
34,93045.0,Self-Employed,693.0,2,36440.0,0.59,1,1,Tier 2,103786,0.391638454511258,1,Good,High,Adult
41,34734.0,Salaried,723.0,3,13392.0,0.82,1,2,Tier 2,44773,0.38555881844878215,1,Good,Low,Adult
38,41592.0,Salaried,829.0,2,26488.0,1.0,0,1,Tier 2,103980,0.6368532410078861,0,Excellent,Medium,Adult
21,55628.0,Self-Employed,578.0,2,11735.0,0.64,0,2,Tier 3,68621,0.2109549147911124,1,Poor,Medium,Young
35,92119.0,Self-Employed,707.0,0,23577.0,0.93,1,3,Tier 2,126732,0.2559406854177748,0,Good,High,Adult
39,28297.0,Salaried,653.0,3,12946.0,0.51,0,2,Tier 2,32069,0.4575043290808213,1,Fair,Low,Adult
28,61228.0,Salaried,768.0,0,31600.0,0.71,0,2,Tier 1,131052,0.5161037433853792,1,Excellent,Medium,Young
38,21987.0,Salaried,721.0,0,13839.0,0.89,1,2,Tier 1,29571,0.6294173829990449,1,Good,Low,Adult
31,117842.0,Self-Employed,668.0,1,46241.0,0.47,2,2,Tier 2,111901,0.3923982960234891,1,Fair,High,Adult
32,61569.0,Self-Employed,753.0,1,23220.0,0.81,1,1,Tier 3,131986,0.37713784534424794,1,Excellent,Medium,Adult
35,43998.0,Self-Employed,621.0,0,25286.0,0.72,1,3,Tier 2,53321,0.5747079412700578,1,Fair,Medium,Adult
52,15000.0,Salaried,720.0,0,9529.0,0.85,0,1,Tier 2,20867,0.6352666666666666,1,Good,Low,Senior
31,80639.0,Self-Employed,716.0,2,36783.0,0.82,4,3,Tier 1,86166,0.45614404940537456,1,Good,High,Adult
49,28072.0,Salaried,787.0,0,5754.0,0.9,1,2,Tier 2,63249,0.20497292675976062,0,Excellent,Low,Adult
21,70884.0,Salaried,900.0,3,43260.0,0.96,0,2,Tier 2,173532,0.6102928728627053,0,Excellent,Medium,Young
36,44486.0,Salaried,795.0,2,20948.0,0.82,1,3,Tier 3,95792,0.47088971811356384,1,Excellent,Medium,Adult
46,53020.0,Salaried,697.0,1,26733.0,0.69,1,2,Tier 2,63064,0.5042059600150887,1,Good,Medium,Adult
40,63731.0,Self-Employed,888.0,3,12916.0,1.0,0,0,Tier 3,159328,0.2026643234846464,0,Excellent,Medium,Adult
25,113063.0,Self-Employed,543.0,3,52070.0,0.74,1,0,Tier 1,138827,0.4605396991058083,1,Poor,High,Young
38,48381.0,Self-Employed,762.0,1,14393.0,0.88,1,3,Tier 1,107425,0.2974928174283293,1,Excellent,Medium,Adult
47,46206.0,Self-Employed,804.0,1,18828.0,0.81,1,5,Tier 2,98929,0.40747954811063497,1,Excellent,Medium,Adult
39,31845.0,Salaried,841.0,1,19455.0,1.0,0,1,Tier 1,79612,0.6109279321714555,0,Excellent,Low,Adult
45,45610.0,Self-Employed,778.0,0,21179.0,0.85,0,2,Tier 2,105463,0.46434992326244245,1,Excellent,Medium,Adult
46,86569.0,Self-Employed,770.0,0,50247.0,0.76,1,1,Tier 3,179697,0.5804271736995922,1,Excellent,High,Adult
32,69602.0,Salaried,748.0,3,41196.0,0.7,2,1,Tier 2,78058,0.5918795436912733,1,Excellent,Medium,Adult
28,84078.0,Self-Employed,597.0,0,19643.0,0.78,3,0,Tier 1,93293,0.23362829753324293,1,Fair,High,Young
43,53444.0,Salaried,714.0,0,34517.0,0.76,0,0,Tier 2,70695,0.6458536037721727,1,Good,Medium,Adult
51,62441.0,Salaried,826.0,2,36288.0,1.0,0,4,Tier 3,156103,0.5811566118415784,0,Excellent,Medium,Senior
36,44832.0,Self-Employed,752.0,0,21942.0,0.94,0,2,Tier 3,108773,0.4894271948608137,0,Excellent,Medium,Adult
35,72369.0,Salaried,763.0,0,40349.0,0.79,1,3,Tier 2,152747,0.5575453578189556,1,Excellent,Medium,Adult
29,74723.0,Self-Employed,681.0,1,51344.0,0.77,2,0,Tier 3,87772,0.6871244462882914,1,Good,Medium,Young
45,129612.0,Self-Employed,677.0,0,64727.125,0.8,4,1,Tier 3,136532,0.4993914529518872,1,Good,High,Adult
32,105525.0,Self-Employed,743.0,1,55009.0,0.84,0,2,Tier 2,145838,0.521288794124615,1,Excellent,High,Adult
41,75851.0,Self-Employed,659.0,0,48581.0,0.77,0,2,Tier 1,100431,0.640479360852197,1,Fair,Medium,Adult
29,77435.0,Self-Employed,735.0,3,20335.0,0.76,2,2,Tier 3,90386,0.26260734809840514,1,Good,Medium,Young
29,80292.0,Self-Employed,744.0,1,53714.0,0.81,0,0,Tier 2,108760,0.6689832112788323,1,Excellent,High,Young
28,36430.0,Salaried,716.0,3,24452.0,0.78,2,0,Tier 1,43289,0.6712050507823223,1,Good,Low,Young
28,67490.0,Salaried,668.0,0,24508.0,0.64,0,1,Tier 2,83050,0.3631352793006371,1,Fair,Medium,Young
34,67021.0,Salaried,840.0,3,18631.0,1.0,0,1,Tier 1,167553,0.2779874964563346,0,Excellent,Medium,Adult
30,44601.0,Self-Employed,718.0,0,19169.0,0.89,0,1,Tier 1,63198,0.4297885697630098,1,Good,Medium,Adult
39,62598.0,Salaried,556.0,0,43561.0,0.51,0,0,Tier 1,70886,0.6958848525511997,1,Poor,Medium,Adult
48,26313.0,Salaried,680.0,3,11701.0,0.75,2,2,Tier 3,30594,0.44468513662448217,1,Good,Low,Adult
35,83016.0,Self-Employed,509.0,2,54098.0,0.74,2,3,Tier 3,95788,0.6516575118049532,1,Poor,High,Adult
30,24169.0,Salaried,743.0,1,8201.0,0.76,1,3,Tier 2,30177,0.3393189623070876,1,Excellent,Low,Adult
41,60856.0,Self-Employed,779.0,3,34367.0,0.68,1,1,Tier 3,120214,0.564726567635073,1,Excellent,Medium,Adult
38,44842.0,Self-Employed,649.0,0,8983.0,0.75,2,1,Tier 1,52153,0.20032558761875027,1,Fair,Medium,Adult
39,30005.0,Salaried,657.0,1,20231.0,0.74,3,4,Tier 1,32500,0.6742542909515081,1,Fair,Low,Adult
21,73433.0,Salaried,690.0,3,20954.0,0.78,2,1,Tier 2,87062,0.2853485490174717,1,Good,Medium,Young
40,91690.0,Self-Employed,683.0,2,60899.0,0.68,0,3,Tier 3,115607,0.6641836623404952,1,Good,High,Adult
30,57514.0,Self-Employed,629.0,0,34550.0,0.84,0,1,Tier 1,79447,0.6007233021525193,1,Fair,Medium,Adult
26,54040.0,Salaried,737.0,0,35865.0,0.68,1,0,Tier 2,63853,0.6636750555144337,1,Good,Medium,Young
37,48918.0,Self-Employed,623.0,1,10520.0,0.7,1,2,Tier 3,58753,0.21505376344086022,1,Fair,Medium,Adult
33,111479.0,Self-Employed,852.0,3,50519.0,1.0,0,2,Tier 1,278698,0.4531705523013303,0,Excellent,High,Adult
31,37350.0,Self-Employed,617.0,3,8944.0,0.52,0,2,Tier 3,42624,0.23946452476572958,1,Fair,Low,Adult
27,22232.0,Salaried,702.0,2,6279.0,0.86,0,1,Tier 3,31009,0.2824307304785894,1,Good,Low,Young
41,17019.0,Salaried,720.0,2,7412.0,0.92,1,3,Tier 3,23239,0.43551324989717377,0,Good,Low,Adult
38,103206.0,Self-Employed,710.0,3,33514.0,0.86,0,2,Tier 3,144095,0.32472918241187526,1,Good,High,Adult
21,33510.0,Salaried,671.0,2,9795.0,0.66,1,2,Tier 2,39255,0.29230080572963296,1,Good,Low,Young
25,65515.0,Salaried,829.0,2,32221.0,0.76,0,0,Tier 2,144202,0.49181103564069295,1,Excellent,Medium,Young
41,86304.0,Self-Employed,735.0,2,52688.0,1.0,1,1,Tier 3,122983,0.6104931405265109,0,Good,High,Adult
29,94425.0,Self-Employed,662.0,2,23547.0,0.71,0,1,Tier 2,121429,0.24937251787132644,1,Fair,High,Young
51,115492.0,Self-Employed,768.0,2,24972.0,0.9,0,0,Tier 2,273667,0.2162227686766183,0,Excellent,High,Senior
32,81778.0,Self-Employed,847.0,1,26424.0,1.0,0,1,Tier 1,204444,0.3231186871774805,0,Excellent,High,Adult
40,41728.0,Salaried,871.0,3,13072.0,0.83,1,3,Tier 2,90034,0.31326687116564417,1,Excellent,Medium,Adult
33,26314.0,Salaried,735.0,3,16243.0,0.89,0,0,Tier 2,37228,0.6172759747662842,1,Good,Low,Adult
31,84533.0,Self-Employed,756.0,0,33163.0,0.65,1,3,Tier 2,164103,0.39230832929151926,1,Excellent,High,Adult
43,28129.0,Salaried,654.0,2,14826.0,0.57,2,1,Tier 3,28967,0.5270717053574603,1,Fair,Low,Adult
21,75395.0,Self-Employed,758.0,2,17974.0,0.91,0,3,Tier 1,180352,0.23839777173552623,0,Excellent,Medium,Young
50,68078.0,Self-Employed,762.0,1,39146.0,1.0,0,0,Tier 3,170195,0.575016892388143,0,Excellent,Medium,Senior
30,58689.0,Self-Employed,692.0,3,36014.0,0.76,0,2,Tier 2,77449,0.6136413978769446,1,Good,Medium,Adult
29,67881.0,Salaried,680.0,1,15281.0,0.53,0,1,Tier 3,77890,0.2251145386779806,1,Good,Medium,Young
39,129696.0,Self-Employed,748.0,3,53724.0,0.91,0,3,Tier 3,185655,0.4142301998519615,0,Excellent,High,Adult
22,50056.0,Salaried,846.0,3,20868.0,0.97,0,1,Tier 3,123298,0.41689307975067924,0,Excellent,Medium,Young
25,48111.0,Salaried,753.0,2,27143.0,0.97,2,1,Tier 3,106292,0.5641745131051111,0,Excellent,Medium,Young
30,64653.0,Self-Employed,610.0,2,26863.0,0.58,0,2,Tier 2,76683,0.41549502729958393,1,Fair,Medium,Adult
31,35146.0,Self-Employed,697.0,0,10033.0,0.92,1,1,Tier 1,48081,0.2854663404085813,0,Good,Low,Adult
27,38416.0,Salaried,702.0,1,12197.0,0.67,0,1,Tier 3,48177,0.3174979175343607,1,Good,Low,Young
35,15000.0,Salaried,825.0,3,3215.0,0.9,1,0,Tier 2,33720,0.21433333333333332,0,Excellent,Low,Adult
29,69164.0,Salaried,562.0,3,14049.0,0.63,2,1,Tier 1,74190,0.20312590364929733,1,Poor,Medium,Young
29,74205.0,Salaried,698.0,3,44733.0,0.7,2,1,Tier 2,83747,0.6028299979785728,1,Good,Medium,Young
37,39772.0,Self-Employed,642.0,0,14557.0,0.8,2,2,Tier 3,47651,0.3660112642059741,1,Fair,Low,Adult
29,62169.0,Salaried,777.0,3,17218.0,0.82,0,2,Tier 3,141233,0.27695475236854383,1,Excellent,Medium,Young
25,16720.0,Self-Employed,794.0,2,10056.0,0.75,0,0,Tier 3,36634,0.6014354066985645,1,Excellent,Low,Young
42,20664.0,Salaried,679.0,1,11080.0,0.81,1,0,Tier 2,26441,0.5361982191250484,1,Good,Low,Adult
21,33294.0,Salaried,725.0,2,7240.0,0.83,0,0,Tier 1,45700,0.21745659878656814,1,Good,Low,Young
21,96789.0,Self-Employed,866.0,3,61272.0,0.93,0,1,Tier 2,234010,0.6330471437870006,0,Excellent,High,Young
31,70271.0,Self-Employed,888.0,0,36712.0,0.98,0,0,Tier 3,174010,0.5224345747178779,0,Excellent,Medium,Adult
31,41431.0,Self-Employed,665.0,3,24141.0,0.8,0,0,Tier 2,55854,0.5826796360213367,1,Fair,Medium,Adult
45,63673.0,Salaried,715.0,0,23044.0,0.92,0,1,Tier 2,91609,0.3619116422973631,0,Good,Medium,Adult
39,33063.0,Salaried,819.0,3,14523.0,0.89,0,0,Tier 2,78074,0.4392523364485981,1,Excellent,Low,Adult
43,82993.0,Self-Employed,751.0,2,36630.0,0.9,0,3,Tier 1,197460,0.44136252455026326,0,Excellent,High,Adult
35,53694.0,Salaried,795.0,3,25878.0,0.81,0,1,Tier 2,121216,0.4819532908704883,1,Excellent,Medium,Adult
41,67622.0,Salaried,776.0,3,47147.0,0.7,2,1,Tier 3,127046,0.697213924462453,1,Excellent,Medium,Adult
35,89579.0,Self-Employed,628.0,3,46300.0,0.67,1,2,Tier 2,105746,0.5168622110092768,1,Fair,High,Adult
41,48332.0,Salaried,504.5,2,17358.0,0.54,0,2,Tier 1,55981,0.3591409418190847,1,Poor,Medium,Adult
36,24050.0,Salaried,659.0,0,4965.0,0.85,2,0,Tier 1,29747,0.20644490644490646,1,Fair,Low,Adult
24,116762.0,Self-Employed,633.0,2,64727.125,0.65,1,0,Tier 1,135674,0.554350944656652,1,Fair,High,Young
37,49370.0,Salaried,741.0,0,23003.0,0.95,0,1,Tier 1,72241,0.46593072716224426,0,Excellent,Medium,Adult
28,55428.0,Salaried,804.0,3,30337.0,1.0,0,0,Tier 3,138569,0.5473226528108537,0,Excellent,Medium,Young
34,101072.0,Self-Employed,785.0,3,64325.0,1.0,0,0,Tier 1,252679,0.6364274972296976,0,Excellent,High,Adult
40,47374.0,Self-Employed,803.0,2,21130.0,0.83,0,2,Tier 3,108290,0.44602524591548104,1,Excellent,Medium,Adult
53,72437.0,Salaried,900.0,2,17603.0,1.0,0,2,Tier 1,181092,0.24301116832557948,0,Excellent,Medium,Senior
38,36522.0,Salaried,597.0,2,18235.0,0.57,2,1,Tier 1,37436,0.49928810032309295,1,Fair,Low,Adult
41,22684.0,Salaried,708.0,0,12496.0,0.58,1,1,Tier 1,25248,0.550872861929113,1,Good,Low,Adult
36,54551.0,Self-Employed,789.0,0,37273.0,0.94,0,1,Tier 1,132242,0.6832688676651207,0,Excellent,Medium,Adult
37,39612.0,Salaried,692.0,1,19500.0,0.76,0,1,Tier 3,52290,0.4922750681611633,1,Good,Low,Adult
43,49977.0,Salaried,662.0,1,12653.0,0.72,1,2,Tier 2,60794,0.2531764611721392,1,Fair,Medium,Adult
25,75176.0,Self-Employed,760.0,0,50915.0,0.84,1,1,Tier 2,163197,0.6772773225497499,1,Excellent,Medium,Young
42,84481.0,Self-Employed,645.0,1,18505.0,0.87,0,0,Tier 2,118277,0.2190433351877937,1,Fair,High,Adult
46,76377.0,Self-Employed,802.0,3,28469.0,0.91,0,2,Tier 1,182312,0.37274310329025756,0,Excellent,Medium,Adult
22,74711.0,Self-Employed,801.0,0,47439.0,1.0,0,1,Tier 1,186778,0.6349667384990162,0,Excellent,Medium,Young
42,95429.0,Salaried,687.0,1,58625.0,0.69,1,2,Tier 1,113989,0.614331073363443,1,Good,High,Adult
31,108067.0,Self-Employed,754.0,0,46983.0,0.88,0,2,Tier 2,253640,0.43475806675488354,1,Excellent,High,Adult
47,36501.0,Salaried,687.0,0,15328.0,0.64,0,2,Tier 2,44810,0.4199337004465631,1,Good,Low,Adult
21,62061.0,Self-Employed,610.0,2,18600.0,0.68,0,0,Tier 1,78214,0.2997051288248659,1,Fair,Medium,Young
34,107234.0,Self-Employed,765.0,2,53540.0,0.9,0,1,Tier 3,254980,0.49928194415950167,0,Excellent,High,Adult
39,57727.0,Self-Employed,718.0,2,35202.0,0.85,0,2,Tier 1,79995,0.6098013061479031,1,Good,Medium,Adult
24,33510.0,Self-Employed,703.0,2,9793.0,0.73,0,1,Tier 2,43563,0.2922411220531185,1,Good,Low,Young
34,43122.0,Salaried,766.0,1,12811.0,0.83,0,3,Tier 2,98532,0.29708733361161355,1,Excellent,Medium,Adult
41,53506.0,Salaried,613.0,0,27972.0,0.63,0,0,Tier 2,65503,0.5227824916831757,1,Fair,Medium,Adult
42,62903.0,Salaried,779.0,3,33985.0,0.98,0,1,Tier 2,155380,0.5402762984277379,0,Excellent,Medium,Adult
32,73072.0,Salaried,830.0,1,29623.0,0.66,0,1,Tier 2,151453,0.4053946792204949,1,Excellent,Medium,Adult
34,85870.0,Self-Employed,724.0,1,22101.0,0.68,0,1,Tier 1,107931,0.2573774310003494,1,Good,High,Adult
32,21920.0,Salaried,900.0,1,14494.0,0.98,0,2,Tier 3,54298,0.6612226277372263,0,Excellent,Low,Adult
35,96140.0,Salaried,705.0,3,54785.0,0.77,0,1,Tier 1,127359,0.5698460578323279,1,Good,High,Adult
38,74020.0,Salaried,742.0,1,44566.0,0.74,1,1,Tier 2,91316,0.6020805187787085,1,Excellent,Medium,Adult
48,53315.0,Salaried,675.0,2,31160.0,0.8,1,1,Tier 1,68010,0.5844509049985933,1,Good,Medium,Adult
21,46041.0,Salaried,885.0,0,18840.0,1.0,0,0,Tier 1,115103,0.4092004952107904,0,Excellent,Medium,Young
21,37671.0,Salaried,639.0,0,11765.0,0.69,0,2,Tier 3,47794,0.31230920336598444,1,Fair,Low,Young
34,89708.0,Self-Employed,786.0,0,45308.0,0.76,0,2,Tier 3,197602,0.5050608641369777,1,Excellent,High,Adult
33,33789.0,Salaried,581.0,2,22098.0,0.61,0,0,Tier 3,40903,0.6539998224274172,1,Fair,Low,Adult
51,66606.0,Self-Employed,616.0,0,16366.0,0.77,1,1,Tier 1,83409,0.24571359937543163,1,Fair,Medium,Senior
23,38322.0,Self-Employed,718.0,1,18933.0,0.9,1,1,Tier 3,51727,0.49405041490527635,0,Good,Low,Young
26,52834.0,Self-Employed,656.0,2,15814.0,0.65,1,2,Tier 1,61314,0.29931483514403606,1,Fair,Medium,Young
35,68320.0,Salaried,779.0,0,38085.0,0.84,0,2,Tier 3,157146,0.5574502341920374,1,Excellent,Medium,Adult
44,66779.0,Self-Employed,799.0,1,32207.0,1.0,2,2,Tier 2,150253,0.4822923374114617,0,Excellent,Medium,Adult
30,15603.0,Self-Employed,635.0,0,10233.0,0.71,3,0,Tier 1,16466,0.6558354162661026,1,Fair,Low,Adult
32,70088.0,Salaried,663.0,1,40856.0,0.64,2,0,Tier 2,75593,0.5829243237073394,1,Fair,Medium,Adult
23,40172.0,Self-Employed,690.0,1,12184.0,0.87,0,0,Tier 3,56345,0.3032958279398586,1,Good,Medium,Young
29,87893.0,Self-Employed,669.0,0,57537.0,0.88,2,2,Tier 1,110579,0.6546255105639812,1,Fair,High,Young
28,61986.0,Self-Employed,757.0,1,37576.0,0.86,0,4,Tier 3,144062,0.6062014003162004,1,Excellent,Medium,Young
21,79945.0,Self-Employed,731.0,1,43272.0,0.81,1,0,Tier 2,102705,0.5412721245856527,1,Good,Medium,Young
41,69569.0,Self-Employed,709.0,1,16845.0,0.68,2,4,Tier 1,77136,0.24213370897957423,1,Good,Medium,Adult
33,86601.0,Self-Employed,690.0,2,24632.0,0.77,2,0,Tier 2,102231,0.28443089571713953,1,Good,High,Adult
40,102901.0,Self-Employed,833.0,3,41253.0,0.75,3,2,Tier 3,186716,0.4008998940729439,1,Excellent,High,Adult
37,40650.0,Self-Employed,832.0,1,26002.0,0.87,0,1,Tier 1,94881,0.6396555965559656,1,Excellent,Medium,Adult
46,97289.0,Self-Employed,689.0,1,30795.0,0.86,1,4,Tier 1,128558,0.3165311597405668,1,Good,High,Adult
42,21282.0,Salaried,614.0,3,7918.0,0.41,2,0,Tier 3,19313,0.3720514989192745,1,Fair,Low,Adult
43,37854.0,Salaried,527.0,3,16112.0,0.59,1,4,Tier 3,42428,0.42563533576372375,1,Poor,Low,Adult
21,67160.0,Salaried,653.0,3,30654.0,0.82,3,0,Tier 3,76321,0.45643240023823706,1,Fair,Medium,Young
58,72625.0,Salaried,714.0,0,18352.0,0.86,0,5,Tier 1,101468,0.25269535283993116,1,Good,Medium,Senior
23,50678.0,Salaried,636.0,1,18975.0,0.85,1,0,Tier 1,66497,0.37442282647302577,1,Fair,Medium,Young
23,62260.0,Self-Employed,689.0,0,35808.0,0.84,0,3,Tier 2,86122,0.575136524253132,1,Good,Medium,Young
